region_id,region_type,population_density,median_income,elderly_percentage,child_percentage,hospitals_per_100k,vaccination_rate,healthcare_accessibility_score,avg_temperature,avg_humidity,annual_rainfall,air_quality_index,disease_incidents_last_year,outbreak_frequency_5years,avg_outbreak_duration,daily_commuter_percentage,international_travel_freq,public_transport_usage,risk_score,outbreak_risk_category
11,Suburban,1616.2557845848435,35601.580518291405,20.850804611097985,20.0881407683876,2.454498927278843,0.6500923637211168,0.694935423780272,25.524641092250747,78.94464291375044,1230.1132294391828,138.73185452622647,98,0,21.53807769252718,39.70070775275455,1.0566906402104181,53.34712691569032,43.674018416260985,Medium Risk
12,Urban,2194.5277314516306,33936.612529083315,28.809171687058285,24.539285770025874,4.787160975551121,0.724031740051089,0.40772830826443374,22.412362076215928,76.41592812938626,1142.2762224759715,145.99857828524034,94,6,15.369497137803137,39.41119497105262,1.9261656487608418,33.68148800856834,51.33475971245889,Medium Risk
13,Rural,465.7082490573076,32784.200407625,15.083272981394774,17.952905884189388,0.8225507642386005,0.6697339589849348,0.46831066572101443,26.948014140732955,65.44554984550592,1329.2299653618616,65.58121723773581,98,7,28.264811051129428,40.453695954437514,2.5574298439672782,57.89771073800651,47.401390472623525,Medium Risk
14,Suburban,1552.950315886555,53484.44237264607,16.759903137030715,18.755829526399438,1.6409729097613035,0.7156560281992348,0.41797113689837107,20.880904610261606,53.27990090662301,1313.966952061365,64.38495025539413,103,3,10.776694688588464,32.13062058692891,2.731703893263612,29.599074507762452,34.81352391910156,Medium Risk
15,Rural,143.05602875167352,49285.34433264434,26.840461500239627,16.94380033994873,0.9113539050566786,0.6399024421534387,0.4691765462089007,22.5934722885889,36.63727111214849,1954.3053006712385,115.75141250159425,75,2,18.779428414112722,23.138255253690637,0.22421864273574182,67.7589048806755,34.595931007827204,Medium Risk
16,Rural,351.027360985912,31995.553894163357,13.128740853421721,17.502428981645952,1.0492266647061204,0.6429191845400124,0.7300986883588656,18.327493820795258,43.99669484729714,1932.2979209947912,118.54763000349222,102,6,10.954322553832975,42.64148841976305,0.877367593448206,17.20987886833853,34.087371396244045,Medium Risk
17,Suburban,637.6985987201629,45790.17686988769,29.59021057243017,16.753302698893386,1.5257416527476253,0.7526728846007822,0.8034564885253898,16.98012040251126,47.31521605447004,1197.010719409417,107.9728419171316,114,9,22.517198314284727,40.12545034320351,4.296800221822779,49.5216178971367,47.10208469961622,Medium Risk
18,Urban,2564.549979203439,46963.13711252673,21.715511625469265,24.402302414249576,3.9386854446896975,0.7276339852413044,0.7216441092211766,20.3044830355858,52.91264452457583,1318.4251839739024,142.97577705318304,97,9,14.133687197534908,30.958445092845352,1.1514866865710334,32.63554499367855,41.93079135161485,Medium Risk
19,Urban,6946.031074703143,68453.17030466568,17.7079324193113,21.816136689727898,3.3515614236606,0.7021389056471806,0.648018727146703,13.54387818901265,64.64451793459696,1022.504906679796,142.39777822268488,98,2,29.810102840013467,36.50470707645706,1.9228886203846378,56.58477764451981,45.12900230680219,Medium Risk
20,Suburban,1896.135988405347,46734.78195159169,25.017421355829946,22.545428740846823,1.654685803253899,0.7805105813359133,0.6526261862239287,25.49388425993595,71.32287330538708,980.0744015459177,420.6561262423316,97,8,26.942862881911797,34.19620761850882,4.7883243371196365,50.6061942654582,56.44855527271263,Medium Risk
21,Suburban,1239.5384866577074,66853.12672537274,14.25455790048458,24.461945428816904,2.671944075706804,0.6226929204034896,0.8654645528436463,30.716025940569438,78.71241042672051,1993.8968630454938,36.70453856128201,107,1,29.3730388794827,47.52120040700156,4.201122983763132,62.01212231865048,45.00486044295258,Medium Risk
22,Rural,218.78482277300114,42418.36589312205,27.837938175535534,16.466048216920257,1.013326168692393,0.5466456144849056,0.6906527086133911,13.216072577907187,73.1569260994502,1820.5399529576252,58.40222324184945,116,3,17.525191710618316,23.34002866794675,3.9080198880444406,43.504254984148304,43.948084417318235,Medium Risk
23,Suburban,1859.531577642104,49714.75688145967,10.227072895348382,19.686606419941263,1.5844549135227561,0.6237635832536144,0.45876312338855246,14.987353176810956,62.460515105803175,1619.067318898135,327.4858758705799,127,0,11.657826433867085,41.13480485188837,2.2380455748721246,58.12655494160404,41.400442077927536,Medium Risk
24,Rural,282.44246893486644,45988.99043174931,28.49286660447192,24.191157152786595,0.7529901679892411,0.6390822246213295,0.43771727354488466,19.480794412850006,38.31077159546265,825.2136598797368,65.33927362073157,97,9,29.008229681531176,55.61055135563665,2.332718088649994,47.207955868092206,43.31439087479841,Medium Risk
25,Urban,3504.9692777900905,18141.564135352895,21.67312223701744,15.777346369649848,4.935987019165417,0.8472421488959205,0.7490808570098726,17.371224891596196,56.80481831720602,964.2914244294916,127.65540236483385,105,2,26.45074485846338,57.99199653167696,3.656025591102964,46.80491175614739,42.386860227309754,Medium Risk
26,Suburban,1899.0927250310199,48895.83326312141,26.211066615636657,24.872761293149445,1.7256253366552923,0.718826143070427,,18.588894055063946,78.49571989073016,1763.178384703563,130.59944456533654,99,0,10.273439296539946,23.014362414098493,3.489400546127669,42.06077650176778,44.289966058586636,Medium Risk
27,Rural,457.451218606245,73942.1441585245,25.141624040849116,18.778505492757866,0.7410848323296318,0.5410090657013049,0.5257212197558992,23.005269721057683,43.736589851295435,810.8414735120847,135.38648009750307,108,7,10.443694840606032,39.926607465835716,2.4334324142661696,59.88228940375007,48.60462411985943,Medium Risk
28,Suburban,1724.5786028195935,56205.691999281116,19.6009193403695,19.20535778665075,2.6770023959164644,0.7278722713948484,0.802522333759681,26.710442521529576,75.15755293383131,1425.895568145938,147.65552701108533,103,2,28.083173889874967,33.930218680932015,2.618548496883073,57.01918076446859,47.10007769791776,Medium Risk
29,Suburban,1433.1300503418101,24449.26340967268,19.182715124765224,24.80032575285477,2.238927140989304,0.6657503220575016,0.7167004271583629,19.722261505516904,42.00728093890965,613.7949921629959,326.08934597282115,87,5,23.953351473938636,27.20269089397194,3.5128571845126872,34.69967286145169,32.61886999430106,Medium Risk
30,Rural,262.4656668834633,51140.720598445776,14.476981318126413,23.217906368444492,0.8450826278223867,0.5695238428965367,0.4159023407425826,21.76479987769451,57.43576546037043,1301.6352555987846,72.71897811263833,115,9,23.807896572587307,21.572485593643957,4.017110954654309,47.67402336945447,47.803567611525565,Medium Risk
31,Urban,8988.628992854217,62770.31396900765,24.965193807673167,16.845210193563773,3.0233733083417755,0.7240944205582764,0.6422614925955107,16.89818138732224,60.9127385765148,1053.3704593546586,85.50416593597774,108,7,12.662338571749565,47.48662021613325,4.237759295904781,54.97697392051524,48.59816345703355,Medium Risk
32,Urban,8937.719848597786,32453.47349262365,12.097383330649619,22.37405206093819,2.955709696189895,0.7627930184037672,0.8203549929389655,11.704542058061717,34.46021643560281,1303.0033460232853,57.98596938597615,95,9,25.783424772146766,39.93768795716229,0.5259094116283761,42.22639250911287,33.25582666920344,Medium Risk
33,Suburban,1618.159211276495,34441.30768510315,15.675518115974489,18.63082296398635,2.468875861997402,0.7141556609337824,0.5780483629489231,19.04830660958196,79.32576243964898,1408.6622290353307,58.467215008319336,85,6,19.75619601617476,54.03270071344585,0.5306493602467051,58.3518932044686,41.52161908195264,Medium Risk
34,Urban,8738.512282385453,52609.494937543546,28.347912261710633,15.053000063976054,4.937667907362856,0.7481497558517569,0.7614480483108879,24.539359736212138,71.04307365766763,1577.6859062548306,94.20440784538927,99,4,13.740874971150468,32.947169456169746,2.1846385492204425,40.456622721067305,40.78243142719551,Medium Risk
35,Urban,2918.694597913628,27135.64200245012,21.624764428452245,16.543627152742022,3.7028502546370436,0.7565178865103172,0.4259117684112135,23.988681572893174,46.83021390969603,701.6220154084614,37.60499645673213,110,4,10.054217988286593,24.667842565667254,2.418514385154272,46.36611286335032,33.92710019522789,Medium Risk
36,Rural,62.28263255558367,56772.73913028454,18.170365858718338,24.329380670999548,1.4909294764573906,0.5410003620106474,0.5896142924819002,23.219013008521593,76.32247117948556,1582.3948261269156,35.77135727569052,109,4,14.03254640095489,26.54623771462818,0.9049024098618654,58.874483213882925,38.650652200419934,Medium Risk
37,Suburban,1284.598137153679,63066.87055147538,17.84890214845271,23.16599439471577,2.158702362855328,,0.6313398928348033,18.369882339160796,45.068893708207106,1621.4140702643767,90.3264468110975,92,6,20.637149593763482,22.664764495632678,1.2222244155315023,42.570958636804534,34.85826448441154,Medium Risk
38,Suburban,999.2236788687264,63742.568984069316,13.334615199867663,23.786291153734382,2.2431354396059486,0.7482921822278091,0.6865754246286944,25.45181455846823,79.88463079619217,1628.604680058234,114.83765534921508,109,3,21.39779369742633,50.49834742962762,4.3961516201325725,30.52490492295445,49.03068109322566,Medium Risk
39,Rural,64.20955110805154,69304.6244577439,12.998348546975475,17.292513952326416,1.2222525683930663,0.6440073073092148,0.7205738164426487,17.776812208771798,64.697422223355,1314.0866650213943,60.215887068834334,95,9,16.850485143570868,29.09403932119948,2.175624625860366,27.27577698854357,38.94057482446122,Medium Risk
40,Suburban,1867.7786132644471,63017.735549947734,21.85925810517643,16.022126642251997,2.87812578339112,0.7580169274248174,0.4115113023938188,15.317429912516317,62.568360549412304,1656.870002779607,74.93224436645065,81,7,26.80879263960846,56.427447930228524,0.7017728310440956,24.15436207570487,41.15389369006653,Medium Risk
41,Urban,3490.5670359529654,42898.60710949256,16.228885280912824,17.273956208771125,4.019735984485647,0.7258611396771097,0.7721248259216444,24.75941509014277,40.27899041878187,1681.6848330717387,102.44658380761668,86,9,28.39711232825521,33.85383977463845,1.800070689291516,54.250074886584905,40.25367828381537,Medium Risk
42,Suburban,836.907234409973,33118.71488379667,13.527739730124466,19.9836777273948,2.1283881742568216,0.78296918021362,0.5811969495583166,19.25481666635235,59.029417513902175,1448.3964318792955,31.571334790600037,105,3,19.17977976034026,42.29221475560192,4.317096887664596,42.104183136019515,36.09273374801149,Medium Risk
43,Urban,4396.767294131816,36937.030285305074,18.535778106734988,22.997820220742696,3.3734674976233325,0.7436463656882759,0.7124879935255262,11.940194101749578,48.886297372008464,1754.8472199384994,100.49443250808892,94,1,20.4878053865516,37.63050987752912,2.0637389982890975,43.57841987849307,36.52208567865781,Medium Risk
44,Urban,3455.425043962169,28887.32457923268,22.879990864780314,19.087341710980965,2.563465889150862,0.6812305194732381,0.7579861144236988,16.110916562045624,62.94619709550757,540.6439887552252,56.63665943195393,91,7,12.082171639691477,51.996643414927576,0.9748688440662348,49.16476647111248,39.623948352751434,Medium Risk
45,Urban,2795.531142074761,62207.95862185408,27.113929362125717,23.302198645669918,3.492958824046137,0.7836170273141292,0.5024921477079105,15.297931127160489,44.65738651305067,1844.5037277816796,31.560230821288325,83,2,12.45553779325417,55.05776303501175,3.250335261709841,52.23676810831057,36.82317566244833,Medium Risk
46,Rural,316.13302281119303,65076.53243449484,17.26118424390181,15.342281108205292,1.3306545065652498,0.5690384289762551,,17.46281357046009,48.13789473329727,1791.6020299620825,56.34126300971504,86,6,25.997105118946305,37.00854017876934,0.21009961076857525,26.120641563096765,29.52518443740421,Low Risk
47,Suburban,1450.217329739221,40657.18245348075,26.69860473598598,24.84402180703552,2.2885352734540287,0.6343358571696607,0.5361536632596845,17.90928482995364,30.919533827373336,1871.4482098407484,44.130129946816936,102,0,18.104961760553774,39.89859575919562,3.6289926499982497,16.39472380772046,28.743459886096062,Low Risk
48,Urban,4109.470421076931,63670.64293706846,15.014613211231955,21.330980633574477,3.7356846253456784,0.7646588756358801,0.8190534815891479,15.417270876122803,50.219075077451215,1656.3670655964058,80.64432714608247,96,0,11.655973358502528,44.12608437865553,1.3022106374384728,33.35773684251859,28.705779382160436,Low Risk
49,Urban,4845.3817317195935,35361.90120534001,21.328092805937942,19.760504021990997,4.15917791340662,0.8373659478649516,0.7662860486051252,25.268208983039198,40.74701892953784,546.774702591927,61.47168531597901,103,1,22.466651018099814,38.96949234801478,1.787480287016743,31.09240966805313,27.059639214157823,Low Risk
50,Suburban,1557.3883245334296,35829.639686953546,11.518668207392441,15.777653440789571,1.5035090859386675,0.7935398776414173,0.4026269092791925,31.514559488615564,35.15468730068724,971.8948352141164,126.89163021801134,106,7,25.16784827891363,45.55797541337047,3.8192756431403647,53.44619975638832,50.169452821481556,Medium Risk
51,Suburban,1970.8652002699823,54005.755780226806,23.863504229138496,15.5159580665871,2.504876196825059,0.60883308754202,0.6941318784849655,23.6722640372515,79.96767497829174,1333.7098721557695,86.78521416976001,94,6,15.946980147451015,56.975847815061215,4.858185401310302,66.65598934680604,55.54961928320746,Medium Risk
52,Suburban,1793.0639764839702,43018.2472639392,26.57830948301355,15.370076347154926,2.3944048177230797,0.6460017674575406,0.4602834428886394,24.432587062845272,33.84766008146046,1544.4331638172096,70.78499565216794,107,7,20.789825847506744,51.628926593558546,1.6618872643671427,47.55348258622055,39.75857711166263,Medium Risk
53,Rural,311.77296220932925,51234.259839131366,28.781353970257925,22.987832357736654,1.4979341105333375,0.570142363090342,0.7835941444655634,25.327401875326757,50.09654568046211,1219.8134304558632,105.30065558620441,108,6,20.450383832690463,49.29087228738581,0.1163971740105982,38.038645992259156,39.563364439165596,Medium Risk
54,Urban,8822.57457353521,60008.091402977574,15.545312913935472,24.103391020575344,2.612751693050808,,0.5958150702701781,28.06984910363722,36.22187786484282,1934.6235463391374,125.758718657206,93,6,27.582366151243292,57.78928089165641,2.3902674051243618,46.80468335264246,45.78690907429069,Medium Risk
55,Urban,9929.349009095811,67506.54371575454,20.25377022033017,17.306698117177586,2.941320080013771,0.6940972418140351,0.4932191310721273,28.10554278893858,68.97922367833766,1025.1878887500952,36.941121187607564,89,1,19.82372681737253,59.85343103226897,4.497437125426399,37.802844892937195,44.07042784403335,Medium Risk
56,Suburban,1621.8074061383427,48004.128729933975,17.823395321607595,17.72959374856315,2.2150152424955527,0.6088753327066473,0.826096766673504,25.628393921848147,31.77111842092725,993.5770480548065,141.79073859827878,107,5,15.195075675206525,48.936804547543396,2.5297911018859773,14.862772954458876,38.12943339548717,Medium Risk
57,Urban,7466.070109276768,-2212.13243140126,21.84815569319035,23.24680965925149,3.3695230197554826,0.7856032305118127,0.6828659819978955,15.648883789282442,43.35141350847107,1817.944979532737,125.69112259283138,105,8,16.680177574904757,29.5476012520407,4.6574427174977195,16.35004562971504,44.54955555644039,Medium Risk
58,Suburban,783.8323096775089,65603.08892335494,10.102903415094296,23.199469174081003,1.8429377422873854,0.7817402618538736,0.40056005574005477,19.526233132107986,57.80908675198785,1634.953705677402,61.04259968374896,90,0,21.19688624617659,24.633754271210307,1.9458072737353143,10.544344279163498,27.30224257680891,Low Risk
59,Rural,72.93987186566378,67795.81118322932,17.843024228903932,16.794973234238334,1.2536988340505193,0.6577613963741489,,18.818235830378203,68.5427054270495,1920.946832384507,49.96531043187268,108,5,16.917661139059135,44.83662071069908,0.324135965681313,62.29220836914258,38.34177228492522,Medium Risk
60,Rural,484.75014908998884,41616.17229092617,25.16526391858045,15.245869164588015,0.5221235515289973,0.5647220438299082,0.6443215952023329,21.886059375322603,68.52037089038966,1524.9430649097578,83.5083247652098,98,6,20.54048192423724,53.03683063199586,1.562034711850964,60.396829880348314,45.5242433224375,Medium Risk
61,Rural,122.72630468540262,56462.60366500622,27.147201841849974,24.645204722702086,1.2600940784380972,0.588459752476182,0.5559759952475652,21.216538320641828,46.037137021906375,1586.6340089211756,119.50044144371572,90,7,17.370526874475225,54.57432999358548,2.4187285427886303,68.09160567488331,49.113000516653706,Medium Risk
62,Urban,8948.985343644887,60615.733118744305,26.895664562337753,22.61023990942999,4.065550804078539,0.6762489755364776,0.416263089745626,23.612700401450386,76.04239239078434,1424.975471781107,125.58447491714116,99,0,22.146128965253425,29.901598224135007,2.83622209565767,23.532408546624126,44.02151625139082,Medium Risk
63,Urban,7212.155734418117,63361.071256623356,18.664934979433113,24.843514074029038,2.8739516066689146,0.742919719327162,0.7402283131796626,11.411031881191839,49.77725419399843,1962.0497778060349,116.6265153512322,105,5,28.156373059692804,48.97141232505648,3.7708920315962873,18.755324442108726,44.302633497660175,Medium Risk
64,Urban,6567.2360147533145,49789.44335985333,14.206991598377371,18.460165676448398,4.439511839482391,0.8382475008464773,0.43620813607317077,18.084087410069635,56.71211029882225,1823.8002287294,39.90102413285055,111,6,12.654315080861206,42.70163393046232,3.4783783487726025,58.03520194654497,40.67806334266588,Medium Risk
65,Urban,3339.860658072558,54132.6584352238,24.129514529738024,15.31586144825642,4.840530615609225,0.6603942567302945,0.6706481676505353,16.00727342196909,65.45302597254582,1806.4536856191285,115.69043185589133,110,6,23.21640236598501,42.12005810367834,3.0276317268964577,57.02995320513172,48.83221574351396,Medium Risk
66,Suburban,561.1311591387091,46671.313208096704,24.49653119748117,20.932786483101786,2.4754412788101807,0.6958557857152574,0.7078710109711215,13.92740522175365,46.45087189073311,1205.2738890449978,119.31348787139467,113,2,13.233450882936053,20.834445571661526,3.300988794262918,29.938877521306534,37.95423612223651,Medium Risk
67,Suburban,1239.9152701756993,47365.980489334506,14.411222498446465,19.18399788667653,1.805367420513364,0.7680904812553867,0.48709666828912684,16.20190579475845,78.03902757434885,1123.8610492204111,131.54943504228592,104,3,20.096897637860355,41.73202093453153,2.6185797522627525,45.283502685404756,47.715667947267335,Medium Risk
68,Urban,5164.121358792122,72645.88697672644,25.859121892112633,21.550093388321088,4.98033329085168,0.7067709057217291,0.5795755148331158,28.20251696443969,49.192357593389815,1198.719210530373,130.31976765374515,92,3,28.18065041331282,27.18732435480968,1.2639622921270006,68.28370564249838,43.25219554518963,Medium Risk
69,Urban,8835.080746956633,25242.631849433572,27.414998025450227,19.453052550026655,3.7870433848242255,0.7218466738799532,0.6964754257174637,19.74788574139256,38.17619362925114,1086.622304977641,146.3294786802345,92,0,25.46946251373201,25.23494642873399,4.852123120884869,37.22737248301836,37.909481273025314,Medium Risk
70,Urban,2587.9739786401014,51152.32836590383,16.740063528625726,23.288833658826093,3.5772188091545147,0.6997428545175259,0.708572493302015,13.585038879057151,65.33886084427229,750.5628618514248,50.11430595459812,105,0,24.10771188224407,37.85474586050342,4.334659270603428,43.48841497563177,38.6748157575792,Medium Risk
71,Suburban,551.2816489087372,31439.875318294307,13.60020874945447,15.885555842232414,1.6549634356860234,,0.7441039329332977,23.146244859467924,49.86894942322005,1219.8456223881099,112.31612831795809,92,6,23.337285150922085,25.586050190252514,0.246870590376122,28.475796495471457,32.644711252482985,Medium Risk
72,Rural,108.9081915402447,54148.537288923915,18.875004386091423,23.681422543775053,0.6771497894473859,0.6385251904452329,,16.746432313274553,77.23071097370116,1524.8720424344688,89.66097168101128,103,7,25.370387290475826,24.52439276306292,3.9980008213123757,65.12066781961025,49.68499571937306,Medium Risk
73,Suburban,1911.3130345070972,57589.09754800586,21.543704734234964,18.485736672419705,1.7389311678642076,0.7209907845381082,0.5590557768090598,24.951767055187535,73.32193337638228,1990.0054060379427,120.2913315138687,84,3,23.010232955834315,50.607634582231384,4.635806671315487,36.29034078471926,50.82843723554578,Medium Risk
74,Rural,440.16666793025047,61848.50120056811,17.51344503763453,17.96869274560281,1.149074658794393,0.5656762455770162,0.7151043741645722,18.042872416566325,60.49159027493472,1345.1583910226882,75.65036450793572,101,0,18.88838905502403,20.586682281850553,2.97660236773564,20.10666310856318,31.644025744452264,Medium Risk
75,Suburban,1639.016491884299,97129.50465931698,29.029571193319825,23.47167361372574,2.871354773927205,0.7627532576639173,,20.165135214828986,37.449592798509734,1289.9356959034394,366.941799722652,99,6,26.25971477432187,48.724923049059775,4.78206611017918,11.093954960581698,38.65720297125066,Medium Risk
76,Urban,2060.502999825137,61383.92884680148,14.869645931525985,24.270345447963066,2.650668475723902,0.8368872053611028,0.5758113436198172,21.405957119846878,35.07104142246082,1228.8076387794886,60.81318812646096,93,2,21.618641065255954,23.585053566197686,3.616415350952285,33.99431240824937,29.062733469109663,Low Risk
77,Rural,413.3552676418735,34120.40975904378,27.188315865611784,22.997810954240215,0.684585129537033,0.559055657844062,0.7967036290739187,20.31582729653587,39.26142232737048,1876.628733757066,80.94329102356343,83,7,20.52998388307562,24.492173776448766,0.1126616727404137,48.27911234759786,32.21894413639653,Medium Risk
78,Suburban,1390.3078536847206,58689.352164573276,13.495468856547543,18.607725191106,2.858836657181641,0.7539889400503358,0.6783185289683586,25.803412478485626,42.78224989046362,953.0907527521925,117.83496811027615,112,8,11.910706276693364,44.954372987062925,2.313661625812423,45.19650779052844,43.307392937154276,Medium Risk
79,Urban,7894.989959553457,44688.385378280196,11.914291110403234,15.236385860463365,4.104928751108165,0.7714188072177561,0.673348706357035,22.26768916872588,41.59735480579877,1086.358993858272,101.33716022234077,87,2,18.85433933559054,37.83163658308916,3.650132571853229,10.949265505934946,31.843826811332043,Medium Risk
80,Suburban,1728.060585678849,25263.76499098666,28.110495846593476,22.726227274493827,1.8973431708551,0.7290579675051434,,25.228675662701704,50.059395701949136,1050.434118807201,71.22725697308448,103,1,23.392052322679238,22.797264228377365,3.236824296758014,26.26884619001109,33.25642035096511,Medium Risk
81,Suburban,1520.197896655177,46302.369611687885,13.806497256381355,15.523388757865083,2.0677146352288034,0.6725888543691984,0.8977402453521286,12.309821461172795,52.31761755988211,1000.3543242083006,99.65700080600095,84,8,13.409558763478351,36.37911412020816,2.171176655641329,59.30838663406521,43.25416383947814,Medium Risk
82,Urban,4406.82486682604,49699.71650983357,17.650525604880166,16.198290020176465,4.9354115715700395,0.6540052711851649,0.7685901125036216,21.91805985393966,68.42999023942542,865.4850740958,110.58701323356448,84,7,25.10540840993616,25.108539345409394,4.147731388237389,56.92168526022316,48.01802537364112,Medium Risk
83,Rural,27.718586457133437,33941.08492646597,17.20272814943038,15.876427467638386,1.436957823031063,0.6107604481424752,0.5527621553290119,15.551269491067156,49.84907585371417,1170.8038107572534,102.07132000327408,100,5,21.33150724342837,35.641710522326974,2.555649695991848,33.83072664575266,40.93135639459909,Medium Risk
84,Suburban,1441.9250791589538,55595.884029809546,24.428441346574633,16.412780492755058,1.8179737363533577,0.763747000814854,0.5612639889232076,30.009729834014866,31.144691248806012,730.6867245020467,56.83373213955735,125,9,26.449611272687218,25.300986909673938,4.3238709631358505,65.36543143080365,45.01834355860357,Medium Risk
85,Suburban,1409.379406626466,40243.804479350096,20.051321529268847,18.98663027772313,1.7195609882433738,0.6735068844583063,0.4340861546927468,22.64846566452721,31.290595347474348,702.7494337322341,145.57381339070088,101,3,18.790233772658205,24.22658737046976,3.240048941982011,22.962290950575976,38.240353522907476,Medium Risk
86,Suburban,1475.30163859723,46798.35693604688,11.163275910109515,24.94866317169767,1.5866708414945498,0.7390070457717106,0.8918394626317068,27.45363068424976,41.95900521079628,713.3740530307942,44.56619273069147,94,0,20.188442562995796,59.86787415411907,4.088454320579492,46.913166293860655,33.49020728861193,Medium Risk
87,Suburban,1435.8437544374578,11691.182976470678,12.61420753480399,23.866042152404667,2.1746769732319837,0.638924502364153,0.5838796754386448,24.67159955619637,50.706487626446346,1741.3068433503115,118.03372566736824,108,1,12.676074725589775,36.74322486495741,3.9726549057147262,44.928893786798334,42.34574597629938,Medium Risk
88,Suburban,784.5422722620158,27008.96946656361,26.68606731909535,21.292988060107362,1.798284416662944,0.6129233359688172,0.4213166046435164,25.164773666143063,48.57042838250703,898.7767049814702,107.53081481550096,100,4,19.764822740435562,26.00194658775937,1.6909120417612942,54.241424643267976,42.61904108262028,Medium Risk
89,Suburban,1063.832427718654,36877.694298858216,25.700330876741138,23.920846889402345,2.9330020297558925,0.7573806772510591,0.5577034478740064,8.618132457039989,64.4067353043271,1156.4046860830879,60.56047464552614,111,7,19.22954929249468,45.48805907233122,3.3308342188083357,63.70706444239218,51.511444367258655,Medium Risk
90,Suburban,1420.9003771400926,50480.0622359865,13.003380016340833,22.374337687214854,2.2683328812190116,0.7360455558416708,0.42083645030119216,16.232910648269083,34.23960080229016,1574.4850820940235,38.6501203198408,82,4,20.171585788951568,35.503809259310785,2.3635399896876836,69.49530453221644,34.64825126376525,Medium Risk
91,Rural,471.7345409398645,40836.65162647116,18.24261860525543,20.496160437189246,1.3305344564048398,0.5137425665036536,0.6121484429424441,25.97265937253222,34.130883172963436,1271.9863798602673,137.86809888074825,109,8,17.638792793057917,28.227490487822205,0.6947934489810915,46.900778082331996,42.31889612568225,Medium Risk
